INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7590625000000001
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7590625000000001
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7590625000000001
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.759201388888889
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.759201388888889
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7715625
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7715625
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7921527777777778
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.8195833333333333
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.8195833333333333
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8295833333333333
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8295833333333333
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8295833333333333
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8295833333333333
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8295833333333333
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8361111111111111
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8361111111111111
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8361111111111111
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8391319444444444
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7382638888888888
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7582986111111112
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7617013888888889
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7617013888888889
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7645138888888888
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7752430555555555
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7752430555555555
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.8095486111111111
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.8095486111111111
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8127083333333333
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7620486111111112
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7622222222222222
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7623958333333334
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7626041666666667
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7647569444444444
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.7689583333333334
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.7710069444444445
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.7711458333333333
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.7747916666666667
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.7747916666666667
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.7750347222222222
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.7780208333333333
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.7780208333333333
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.7809027777777778
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.7811111111111112
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.7841666666666666
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.7841666666666666
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.7967013888888889
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.7967013888888889
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.7968055555555555
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.7994097222222222
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.7994097222222222
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.7996875
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.7996875
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.7996875
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.7996875
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8098263888888888
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8098263888888888
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8098263888888888
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7450347222222221
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7583680555555556
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7893402777777777
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7895138888888888
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.8058333333333333
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7223263888888889
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7223263888888889
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7418055555555554
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7550694444444445
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7550694444444445
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7719791666666667
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7719791666666667
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7719791666666667
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7719791666666667
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7719791666666667
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7347916666666666
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7347916666666666
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.758888888888889
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.758888888888889
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.758888888888889
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7686458333333334
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7760416666666666
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7812152777777779
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7812152777777779
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7812152777777779
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7812152777777779
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7812152777777779
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7876041666666665
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7909375000000001
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7909375000000001
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.7909375000000001
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.7917708333333333
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.7917708333333333
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.7950347222222223
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.7952430555555555
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.7952430555555555
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.7952777777777778
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.7952777777777778
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.7956944444444445
INFO:root:Generation no: 44
